Sample Id,Site,Sample Start Date,Date,Start Time,Time,Analyte,Status,Final Result,Units,Water Treatment Plant,WTP Group,SPDES Number
G-2000292-01,DCD,1/29/2020,1/29/2020,11:00,10:53,BOD,Done,<3.0,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000292-02,PFTP,1/29/2020,1/29/2020,9:30,9:33,CBOD,Done,<3.0,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000328-03,PANDE,1/28/2020,1/29/2020,,10:33,BOD,Done,<3.0,mg/L,Pepacton,Non-City Owned,NY0262854
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,CBOD,Done,<3.0,mg/L,WALTON,Non-City Owned,NY0027154
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,Total Kjeldahl Nitrogen,Done,11,,WALTON,Non-City Owned,NY0027154
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,CBOD,Done,<3.0,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,Total Kjeldahl Nitrogen,Done,0.46,,STAMFORD,Non-City Owned,NY0021555
G-2000175-01,PJ1,1/28/2020,1/29/2020,7:00,7:00,BOD,Done,222,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2000175-02,PJ9,1/28/2020,1/29/2020,7:00,7:00,BOD,Done,11.9,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2000175-03,PJ9,,1/29/2020,,7:05,"Coliform, Fecal",Done,E2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2000328-01,DTP,1/28/2020,1/29/2020,,11:32,"Solids, Total Suspended",Done,10,mg/L,DELHI,Non-City Owned,NY0020265
G-2000328-01,DTP,1/28/2020,1/29/2020,,11:32,"Chlorine Residual, Total",Done,<0.04,mg/L,DELHI,Non-City Owned,NY0020265
G-2000328-02,HTP,1/29/2020,1/29/2020,,12:32,"Solids, Total Suspended",Done,<1.1,mg/L,HOBART,Non-City Owned,NY0029254
G-2000328-02,HTP,1/29/2020,1/29/2020,,12:32,"Copper, Total",Failure,Error,µg/L,HOBART,Non-City Owned,NY0029254
G-2000328-02A,HTP,1/29/2020,1/29/2020,,12:32,"Copper, Total",Done,6,µg/L,HOBART,Non-City Owned,NY0029254
G-2000328-02A,HTP,1/29/2020,1/29/2020,,12:32,Sc,Done,112,%,HOBART,Non-City Owned,NY0029254
G-2000328-03,PANDE,1/28/2020,1/29/2020,,10:33,"Solids, Total Suspended",Done,<1.1,mg/L,Pepacton,Non-City Owned,NY0262854
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,"Solids, Total Suspended",Done,<1.0,mg/L,WALTON,Non-City Owned,NY0027154
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,"Chlorine Residual, Total",Done,<0.04,mg/L,WALTON,Non-City Owned,NY0027154
G-2000292-01,DCD,1/29/2020,1/29/2020,11:00,10:53,"Solids, Total Suspended",Done,<1.0,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000292-02,PFTP,1/29/2020,1/29/2020,9:30,9:33,"Solids, Total Suspended",Done,<1.1,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000292-02,PFTP,1/29/2020,1/29/2020,9:30,9:33,"Chlorine Residual, Total",Done,<0.04,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,"Solids, Total Suspended",Done,<1.0,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,"Chlorine Residual, Total",Done,<0.04,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000175-01,PJ1,1/28/2020,1/29/2020,7:00,7:00,"Solids, Total Suspended",Done,105,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2000175-02,PJ9,1/28/2020,1/29/2020,7:00,7:00,"Solids, Total Suspended",Done,9.8,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2000328-02,HTP,1/29/2020,1/29/2020,,12:32,Ammonia (as NH3),Done,<0.20,mg/L,HOBART,Non-City Owned,NY0029254
G-2000328-03,PANDE,1/28/2020,1/29/2020,,10:33,"Solids, Settleable",Done,<0.1,mL/L,Pepacton,Non-City Owned,NY0262854
G-2000328-03,PANDE,1/28/2020,1/29/2020,,10:33,Ammonia (as NH3),Done,<0.20,mg/L,Pepacton,Non-City Owned,NY0262854
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,"Solids, Settleable",Done,<0.1,mL/L,WALTON,Non-City Owned,NY0027154
G-2000328-04,WSP,1/28/2020,1/29/2020,,9:34,Ammonia (as NH3),Failure,Error,mg/L,WALTON,Non-City Owned,NY0027154
G-2000328-04A,WSP,1/28/2020,1/29/2020,,9:34,Ammonia (as NH3),Warning,12.5,mg/L,WALTON,Non-City Owned,NY0027154
G-2000328-01,DTP,1/28/2020,1/29/2020,,11:32,"Solids, Settleable",Done,0.1,mL/L,DELHI,Non-City Owned,NY0020265
G-2000328-01,DTP,1/28/2020,1/29/2020,,11:32,Ammonia (as NH3),Done,<0.20,mg/L,DELHI,Non-City Owned,NY0020265
G-2000328-02,HTP,1/29/2020,1/29/2020,,12:32,"Solids, Settleable",Done,<0.1,mL/L,HOBART,Non-City Owned,NY0029254
G-2000292-02,PFTP,1/29/2020,1/29/2020,9:30,9:33,"Solids, Settleable",Done,<0.1,mL/L,Pepacton,Non-City Owned,NY0261521
G-2000292-02,PFTP,1/29/2020,1/29/2020,9:30,9:33,Ammonia (as NH3),Done,<0.20,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,"Solids, Settleable",Done,<0.1,mL/L,STAMFORD,Non-City Owned,NY0021555
G-2000292-03,STP,1/29/2020,1/29/2020,6:30,12:32,Ammonia (as NH3),Done,<0.20,mg/L,STAMFORD,Non-City Owned,NY0021555
K-2000418-01,KNGCMT,,1/30/2020,,9:00,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2000419-01,KNGCMT,,1/30/2020,,12:00,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2000420-01,KNGCMT,,1/30/2020,,15:00,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2000421-01,KNGCMT,1/30/2020,1/30/2020,9:00,15:00,"Copper, Total",Done,27,µg/L,Kingston Facility,City Owned - Effluent,
K-2000421-01,KNGCMT,1/30/2020,1/30/2020,9:00,15:00,Sc,Done,96,%,Kingston Facility,City Owned - Effluent,
K-2000421-01,KNGCMT,1/30/2020,1/30/2020,9:00,15:00,"Zinc, Total",Failure,Error,µg/L,Kingston Facility,City Owned - Effluent,
K-2000421-01A,KNGCMT,,1/30/2020,,,Sc,Done,98,%,Kingston Facility,City Owned - Effluent,
K-2000421-01A,KNGCMT,,1/30/2020,,,"Zinc, Total",Done,12.5,µg/L,Kingston Facility,City Owned - Effluent,
K-2000418-01,KNGCMT,,1/30/2020,,9:00,pH,Done,6.78,,Kingston Facility,City Owned - Effluent,
K-2000418-01,KNGCMT,,1/30/2020,,9:00,Temperature,Done,23.2,C,Kingston Facility,City Owned - Effluent,
K-2000419-01,KNGCMT,,1/30/2020,,12:00,pH,Done,7.61,,Kingston Facility,City Owned - Effluent,
K-2000419-01,KNGCMT,,1/30/2020,,12:00,Temperature,Done,25,C,Kingston Facility,City Owned - Effluent,
K-2000420-01,KNGCMT,,1/30/2020,,15:00,pH,Done,7.18,,Kingston Facility,City Owned - Effluent,
K-2000420-01,KNGCMT,,1/30/2020,,15:00,Temperature,Done,26,C,Kingston Facility,City Owned - Effluent,
K-2000421-01,KNGCMT,1/30/2020,1/30/2020,9:00,15:00,"Mercury, Total",Done,<0.10,µg/L,Kingston Facility,City Owned - Effluent,
E-2000447-01,MAHOPAC STP EFF,1/31/2020,1/31/2020,4:00,10:00,"Phosphorus, Total (as P)",Done,11,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000447-01,MAHOPAC STP EFF,1/31/2020,1/31/2020,4:00,10:00,CBOD,Done,<3.0,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000447-02,MAHOPAC STP EFF,,1/31/2020,,10:15,Dissolved Oxygen,Warning,10.3,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000447-02,MAHOPAC STP EFF,,1/31/2020,,10:15,"Coliform, Fecal",Done,<1,FC/100mL,Mahopac STP,City Owned - Effluent,NY0026590
E-2000447-03,MAHOPAC STP INF,1/31/2020,1/31/2020,4:00,10:00,CBOD,Done,36.6,mg/L,Mahopac STP,City Owned - Influent,
E-2000447-01,MAHOPAC STP EFF,1/31/2020,1/31/2020,4:00,10:00,"Solids, Total Suspended",Warning,<1.0,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000447-03,MAHOPAC STP INF,1/31/2020,1/31/2020,4:00,10:00,"Solids, Total Suspended",Warning,78,mg/L,Mahopac STP,City Owned - Influent,
E-2000447-01,MAHOPAC STP EFF,1/31/2020,1/31/2020,4:00,10:00,Ammonia (as NH3),Done,<0.30,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0095982
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0029521
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0029521
E-2000458-04,REED FARM,,2/4/2020,,10:30,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0145858
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,"Solids, Settleable",Done,0.3,mL/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,"Solids, Settleable",Done,0.1,mL/L,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0214540
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0259861
K-2000252-02,STE,2/4/2020,2/4/2020,10:10,16:10,Ammonia (as NH3),Done,0.2,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000252-05,SGE,2/4/2020,2/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000252-10,MSC,2/4/2020,2/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000252-12,EPE,2/4/2020,2/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,"Solids, Total Suspended",Warning,3.6,mg/L,,Non-City Owned,NY0095982
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,"Chlorine Residual, Total",Done,25.2,mg/L,,Non-City Owned,NY0095982
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0029521
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0029521
E-2000458-04,REED FARM,,2/4/2020,,10:30,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0145858
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,"Solids, Total Suspended",Warning,25,mg/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,"Chlorine Residual, Total",Done,<0.05,mg/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-02,BEDFORD PARK APARTMENTS CC,,2/4/2020,,11:29,"Chlorine Residual, Total",Done,0.18,mg/L,Bedford Park Apartments,Non-City Owned,
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,"Solids, Total Suspended",Warning,2.5,mg/L,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0214540
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0259861
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,"Coliform, Total",Done,<10,TC/100mL,,Non-City Owned,NY0259861
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0259861
K-2000252-01,STR,2/4/2020,2/4/2020,10:30,16:30,"Solids, Total Suspended",Done,144,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2000252-02,STE,2/4/2020,2/4/2020,10:10,16:10,"Solids, Total Suspended",Done,<1.1,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000252-04,SGR,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,95,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2000252-05,SGE,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000252-07,EPR,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,40.5,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2000252-09,MSR,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,365,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2000252-10,MSC,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000252-12,EPE,2/4/2020,2/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,pH,Done,7.31,,,Non-City Owned,NY0095982
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0095982
E-2000458-01,BIG BIRCH SKI AREA,,2/4/2020,,,CBOD,Done,20.8,mg/L,,Non-City Owned,NY0095982
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,Dissolved Oxygen,Done,10.8,mg/L,,Non-City Owned,NY0029521
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,pH,Done,7.72,,,Non-City Owned,NY0029521
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,Temperature,Done,10.1,C,,Non-City Owned,NY0029521
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,pH,Done,7.16,,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,Temperature,Done,10.9,C,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,"Coliform, Fecal",Done,>600,FC/100mL,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-01,BEDFORD PARK APARTMENTS,,2/4/2020,,11:33,CBOD,Done,58.3,mg/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,Dissolved Oxygen,Done,10.2,mg/L,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,pH,Done,6.59,,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,Temperature,Warning,12.4,C,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,"Coliform, Fecal",Done,370,FC/100mL,,Non-City Owned,NY0214540
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0214540
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,pH,Done,6.73,,,Non-City Owned,NY0259861
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,Temperature,Done,7.2,C,,Non-City Owned,NY0259861
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0259861
E-2000457-05,Katonah Elementary School,,2/4/2020,,12:26,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0259861
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0029521
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0029521
E-2000458-04,REED FARM,,2/4/2020,,10:30,Dissolved Oxygen,Done,11.2,mg/L,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,pH,Done,7.44,,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,Temperature,Done,9.8,C,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0145858
E-2000458-04,REED FARM,,2/4/2020,,10:30,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0145858
K-2000252-01,STR,2/4/2020,2/4/2020,10:30,16:30,CBOD,Done,108,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2000252-02,STE,2/4/2020,2/4/2020,10:10,16:10,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000252-04,SGR,2/4/2020,2/4/2020,9:00,15:00,CBOD,Done,95.8,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2000252-05,SGE,2/4/2020,2/4/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000252-12,EPE,2/4/2020,2/4/2020,9:00,15:00,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2000252-07,EPR,2/4/2020,2/4/2020,9:00,15:00,BOD,Done,52.4,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2000252-09,MSR,2/4/2020,2/4/2020,9:00,15:00,CBOD,Done,105,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2000252-10,MSC,2/4/2020,2/4/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
E-2000458-03,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Phosphorus, Total (as P)",Failure,Error,µg/L,,Non-City Owned,NY0029521
E-2000458-03A,BREWSTER CENTRAL SCHOOLS,,2/4/2020,,11:05,"Phosphorus, Total (as P)",Done,258,µg/L,,Non-City Owned,NY0029521
E-2000458-04,REED FARM,,2/4/2020,,10:30,"Phosphorus, Total (as P)",Done,164,µg/L,,Non-City Owned,NY0145858
E-2000457-04,BEDFORD HILLS ELDERLY HOUSING,,2/4/2020,,10:49,"Phosphorus, Total (as P)",Done,139,µg/L,,Non-City Owned,NY0214540
K-2000252-10,MSC,2/4/2020,2/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,52,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000252-12,EPE,2/4/2020,2/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,12,µg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2000252-02,STE,2/4/2020,2/4/2020,10:10,16:10,"Phosphorus, Total (as P)",Done,9,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000252-05,SGE,2/4/2020,2/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,8,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
G-2000270-02,PJ9,2/4/2020,2/5/2020,7:00,7:00,"Phosphorus, Total (as P)",Done,2890,µg/L,Port Jervis,City Owned - Effluent,NY0026522
E-2000460-01,CARMEL STP,,2/5/2020,,10:12,"Phosphorus, Total (as P)",Done,42,µg/L,,Non-City Owned,NY0031356
E-2000460-03,KENT NURSING HOME,,2/5/2020,,11:09,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0028924
E-2000460-04,THE FAIRWAYS (HILL&DALE),,2/5/2020,,10:50,"Phosphorus, Total (as P)",Done,43,µg/L,,Non-City Owned,NY0165719
E-2000460-05,Kent Manor Sewer Corporation,,2/5/2020,,11:09,"Phosphorus, Total (as P)",Done,<3,µg/L,,Non-City Owned,NY0207322
E-2000456-02,MAHOPAC STP EFF,,2/5/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000456-03,MAHOPAC ELEMENTARY SCHOOL,,2/5/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0029394
E-2000456-05,MAHOPAC VILLAGE CENTER,,2/5/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0090646
G-2000473-01,STP,,2/5/2020,,10:50,Turbidity,Done,0.4,NTU,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,"Phosphorus, Total (as P)",Done,10,µg/L,STAMFORD,Non-City Owned,NY0021555
G-2000473-02,HTP,,2/5/2020,,10:03,Turbidity,Done,0.65,NTU,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,"Phosphorus, Total (as P)",Done,14,µg/L,HOBART,Non-City Owned,NY0029254
G-2000473-03,RTP,,2/5/2020,,12:07,Turbidity,Done,0.4,NTU,Pepacton,Non-City Owned,NY0099562
G-2000473-03,RTP,,2/5/2020,,12:07,"Phosphorus, Total (as P)",Done,35,µg/L,Pepacton,Non-City Owned,NY0099562
G-2000473-04,DCD,,2/5/2020,,11:33,Chloride,Done,337,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,Nitrate (as N),Done,8.04,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,Turbidity,Done,0.55,NTU,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,"Phosphorus, Total (as P)",Done,16,µg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,MBAS,Done,<0.1,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-05,PFTP,,2/5/2020,,12:37,Turbidity,Done,0.4,NTU,Pepacton,Non-City Owned,NY0261521
G-2000473-05,PFTP,,2/5/2020,,12:37,"Phosphorus, Total (as P)",Done,61,µg/L,Pepacton,Non-City Owned,NY0261521
G-2000473-06,PCE,,2/5/2020,,,Turbidity,Cancel,Cancel,NTU,Pepacton,Non-City Owned,NY0104957
G-2000473-06,PCE,,2/5/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Pepacton,Non-City Owned,NY0104957
G-2000475-02,RGC,2/5/2020,2/5/2020,8:00,14:00,"Phosphorus, Total (as P)",Done,27,µg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2000252-11,MSC,,2/5/2020,,8:24,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
K-2000252-08,EPEG,,2/5/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-2000252-06,SGEG,,2/5/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
K-2000252-03,STEG,,2/5/2020,,8:43,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
G-2000473-01,STP,,2/5/2020,,10:50,Dissolved Oxygen,Done,11.1,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,pH,Done,6.6,,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,Temperature,Done,8.6,C,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,"Coliform, Fecal",Done,<1,FC/100mL,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,CBOD,Done,3.8,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000473-01,STP,,2/5/2020,,10:50,Total Kjeldahl Nitrogen,Done,0.56,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000473-02,HTP,,2/5/2020,,10:03,Dissolved Oxygen,Done,8.6,mg/L,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,pH,Done,6.54,,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,Temperature,Done,11.1,C,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,"Coliform, Fecal",Done,<1,FC/100mL,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,CBOD,Done,<3.0,mg/L,HOBART,Non-City Owned,NY0029254
G-2000473-02,HTP,,2/5/2020,,10:03,"Solids, Total Dissolved",Done,510,mg/L,HOBART,Non-City Owned,NY0029254
G-2000473-03,RTP,,2/5/2020,,12:07,Dissolved Oxygen,Done,11.6,mg/L,Pepacton,Non-City Owned,NY0099562
G-2000473-03,RTP,,2/5/2020,,12:07,pH,Done,7.59,,Pepacton,Non-City Owned,NY0099562
G-2000473-03,RTP,,2/5/2020,,12:07,Temperature,Done,4.4,C,Pepacton,Non-City Owned,NY0099562
G-2000473-03,RTP,,2/5/2020,,12:07,"Coliform, Fecal",Done,<1,FC/100mL,Pepacton,Non-City Owned,NY0099562
G-2000473-03,RTP,,2/5/2020,,12:07,CBOD,Done,<3.0,mg/L,Pepacton,Non-City Owned,NY0099562
G-2000473-04,DCD,,2/5/2020,,11:33,Dissolved Oxygen,Done,8.2,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,pH,Done,7.63,,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,Temperature,Done,19.4,C,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-04,DCD,,2/5/2020,,11:33,BOD,Done,<3.0,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000473-05,PFTP,,2/5/2020,,12:37,Dissolved Oxygen,Done,11,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000473-05,PFTP,,2/5/2020,,12:37,pH,Done,7.22,,Pepacton,Non-City Owned,NY0261521
