OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
CFE-STS,Save the Sound,CFE-STS-UWS2020-002959,2019-05-10,07:38:00,EST,CFE-STS-HIB-01,STORET-835274823,,,,Dissolved oxygen (DO),,8.69,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000108,2019-10-25,08:35:00,EST,CFE-STS-BRR-04,STORET-835271972,,,,Dissolved oxygen (DO),,6.95,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007015,2019-10-25,08:35:00,EST,CFE-STS-BRR-04,STORET-835704898,,,,Dissolved oxygen saturation,,82.7,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2019_EAB-O-1B-L,2019-05-30,,,CFE-STS-EAB-O-1B-L,STORET-872249264,,Reported in Raw Data (attached),,Dissolved oxygen (DO),,9.05,mg/l,,Final,,Actual,,PeriodOfRec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-30,,,2019-11-01 00:00:00,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CFE-STS/activities/CFE-STS-UWS2019_EAB-O-1B-L/results/872249264/resdetectqntlmts,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009489,2019-07-05,07:11:00,EST,CFE-STS-HIB-01,STORET-835888923,,,,"Temperature, water",,21.85,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-015976,2019-08-07,08:10:00,EST,CFE-STS-BRR-03,STORET-835915729,,,,Salinity,,24.44,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009298,2019-08-23,08:20:00,EST,CFE-STS-EAB-I-03,STORET-835888732,,,,"Temperature, water",,26.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000545,2019-08-30,07:40:00,EST,CFE-STS-HIB-02,STORET-835272409,,,,Dissolved oxygen (DO),,2.96,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011747,2019-08-23,08:07:00,EST,CFE-STS-EAB-I-04,STORET-835891181,,,,"Temperature, water",,25.42,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004830,2019-08-09,08:04:00,EST,CFE-STS-EAB-I-04,STORET-835697083,,,,Dissolved oxygen saturation,,49.2,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007238,2019-08-09,08:38:00,EST,CFE-STS-EAB-I-02,STORET-835705607,,,,Dissolved oxygen saturation,,28.3,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009280,2019-05-17,08:08:00,EST,CFE-STS-EAB-I-02,STORET-835888714,,,,"Temperature, water",,14.74,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002974,2019-08-30,07:40:00,EST,CFE-STS-HIB-02,STORET-835274838,,,,Dissolved oxygen (DO),,2.82,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018205,2019-07-12,07:43:00,EST,CFE-STS-EAB-I-01,STORET-835924342,,,,Turbidity,,4.68,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018249,2019-07-12,06:43:00,EST,CFE-STS-EAB-O-05,STORET-835924386,,,,Turbidity,,2.91,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002796,2019-05-17,06:48:00,EST,CFE-STS-EAB-O-06,STORET-835274660,,,,Dissolved oxygen (DO),,9.56,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004596,2019-07-09,,,CFE-STS-BRR-06,STORET-835696321,,,,Dissolved oxygen saturation,,58,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018291,2019-07-12,05:54:00,EST,CFE-STS-EAB-O-09,STORET-835924428,,,,Turbidity,,1.72,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007253,2019-10-18,08:36:00,EST,CFE-STS-EAB-I-03,STORET-835705659,,,,Dissolved oxygen saturation,,77.4,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000095,2019-08-23,08:07:00,EST,CFE-STS-BRR-03,STORET-835271959,,,,Dissolved oxygen (DO),,2.83,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-016203,2019-08-23,08:38:00,EST,CFE-STS-EAB-I-01,STORET-835915956,,,,Salinity,,23.63,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020525,2019-06-28,07:01:00,EST,CFE-STS-EAB-I-04,STORET-835926662,,,,Turbidity,,1.69,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000375,2019-09-13,07:06:00,EST,CFE-STS-EAB-O-06,STORET-835272239,,,,Dissolved oxygen (DO),,4.86,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013836,2019-06-14,05:53:00,EST,CFE-STS-EAB-O-08,STORET-835913589,,,,Salinity,,23.25,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018282,2019-08-09,07:28:00,EST,CFE-STS-EAB-O-08,STORET-835924419,,,,Turbidity,,2.82,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009057,2019-07-25,07:10:00,EST,CFE-STS-BRR-04,STORET-835888491,,,,"Temperature, water",,21.9,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020582,2019-08-23,07:04:00,EST,CFE-STS-EAB-O-09,STORET-835926719,,,,Turbidity,,3.54,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000391,2019-06-14,05:53:00,EST,CFE-STS-EAB-O-08,STORET-835272255,,,,Dissolved oxygen (DO),,7.86,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013520,2019-07-25,07:27:00,EST,CFE-STS-BRR-01,STORET-835913273,,,,Salinity,,13.79,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004793,2019-06-14,07:35:00,EST,CFE-STS-EAB-I-01,STORET-835696943,,,,Dissolved oxygen saturation,,54,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000077,2019-08-23,08:25:00,EST,CFE-STS-BRR-01,STORET-835271941,,,,Dissolved oxygen (DO),,6.41,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011782,2019-05-17,06:21:00,EST,CFE-STS-EAB-O-08,STORET-835891216,,,,"Temperature, water",,13.6,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004808,2019-08-09,08:38:00,EST,CFE-STS-EAB-I-02,STORET-835697001,,,,Dissolved oxygen saturation,,34,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018244,2019-10-18,08:21:00,EST,CFE-STS-EAB-I-04,STORET-835924381,,,,Turbidity,,3.71,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004804,2019-06-14,07:22:00,EST,CFE-STS-EAB-I-02,STORET-835696986,,,,Dissolved oxygen saturation,,51.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020496,2019-08-23,08:38:00,EST,CFE-STS-EAB-I-01,STORET-835926633,,,,Turbidity,,5.92,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011764,2019-07-12,06:31:00,EST,CFE-STS-EAB-O-06,STORET-835891198,,,,"Temperature, water",,21.38,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018421,2019-08-30,07:49:00,EST,CFE-STS-HIB-01,STORET-835924558,,,,Turbidity,,2.64,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000537,2019-09-20,08:06:00,EST,CFE-STS-HIB-01,STORET-835272401,,,,Dissolved oxygen (DO),,6.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002526,2019-09-27,08:50:00,EST,CFE-STS-BRR-03,STORET-835274390,,,,Dissolved oxygen (DO),,4.8,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-015978,2019-09-11,08:47:00,EST,CFE-STS-BRR-03,STORET-835915731,,,,Salinity,,24.95,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-006996,2019-10-18,10:03:00,EST,CFE-STS-BRR-02,STORET-835704842,,,,Dissolved oxygen saturation,,85.3,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007004,2019-09-27,08:50:00,EST,CFE-STS-BRR-03,STORET-835704869,,,,Dissolved oxygen saturation,,62.7,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013527,2019-06-26,07:10:00,EST,CFE-STS-BRR-02,STORET-835913280,,,,Salinity,,18.49,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000542,2019-06-21,06:39:00,EST,CFE-STS-HIB-02,STORET-835272406,,,,Dissolved oxygen (DO),,5.71,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000401,2019-05-31,05:50:00,EST,CFE-STS-EAB-O-09,STORET-835272265,,,,Dissolved oxygen (DO),,8.36,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011510,2019-10-25,08:29:00,EST,CFE-STS-BRR-05,STORET-835890944,,,,"Temperature, water",,15.86,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-004826,2019-06-14,06:41:00,EST,CFE-STS-EAB-I-04,STORET-835697066,,,,Dissolved oxygen saturation,,61.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013979,2019-07-05,07:11:00,EST,CFE-STS-HIB-01,STORET-835913732,,,,Salinity,,24.98,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018213,2019-05-31,07:48:00,EST,CFE-STS-EAB-I-02,STORET-835924350,,,,Turbidity,,6.18,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000363,2019-07-26,06:43:00,EST,CFE-STS-EAB-O-05,STORET-835272227,,,,Dissolved oxygen (DO),,6.68,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007020,2019-08-23,07:54:00,EST,CFE-STS-BRR-05,STORET-835704903,,,,Dissolved oxygen saturation,,44.1,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-016290,2019-09-13,06:41:00,EST,CFE-STS-EAB-O-09,STORET-835916043,,,,Salinity,,25.86,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009034,2019-09-27,09:16:00,EST,CFE-STS-BRR-01,STORET-835888468,,,,"Temperature, water",,20.84,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002770,2019-07-26,07:07:00,EST,CFE-STS-EAB-I-03,STORET-835274634,,,,Dissolved oxygen (DO),,3.43,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000078,2019-09-11,08:59:00,EST,CFE-STS-BRR-01,STORET-835271942,,,,Dissolved oxygen (DO),,6.35,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-016433,2019-06-21,06:27:00,EST,CFE-STS-HIB-03,STORET-835916186,,,,Salinity,,23.88,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-007014,2019-10-18,09:53:00,EST,CFE-STS-BRR-04,STORET-835704897,,,,Dissolved oxygen saturation,,90,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002508,2019-09-27,09:16:00,EST,CFE-STS-BRR-01,STORET-835274372,,,,Dissolved oxygen (DO),,4.26,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020310,2019-10-25,08:20:00,EST,CFE-STS-BRR-06,STORET-835926447,,,,Turbidity,,8.69,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011715,2019-09-13,08:02:00,EST,CFE-STS-EAB-I-01,STORET-835891149,,,,"Temperature, water",,23.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020546,2019-07-12,06:31:00,EST,CFE-STS-EAB-O-06,STORET-835926683,,,,Turbidity,,4.98,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-009321,2019-09-27,07:58:00,EST,CFE-STS-EAB-O-05,STORET-835888755,,,,"Temperature, water",,21.52,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000116,2019-10-18,09:45:00,EST,CFE-STS-BRR-05,STORET-835271980,,,,Dissolved oxygen (DO),,7.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-015997,2019-09-27,08:30:00,EST,CFE-STS-BRR-05,STORET-835915750,,,,Salinity,,25.11,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-016242,2019-06-14,06:26:00,EST,CFE-STS-EAB-O-05,STORET-835915995,,,,Salinity,,23.05,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013794,2019-06-14,06:41:00,EST,CFE-STS-EAB-I-04,STORET-835913547,,,,Salinity,,21.79,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018279,2019-06-28,06:10:00,EST,CFE-STS-EAB-O-08,STORET-835924416,,Present Below Quantification Limit,,Turbidity,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/CFE-STS/activities/CFE-STS-UWS2020-018279/results/835924416/resdetectqntlmts,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011743,2019-06-28,07:01:00,EST,CFE-STS-EAB-I-04,STORET-835891177,,,,"Temperature, water",,20.28,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013845,2019-05-17,06:01:00,EST,CFE-STS-EAB-O-09,STORET-835913598,,,,Salinity,,22.23,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000387,2019-09-27,07:35:00,EST,CFE-STS-EAB-O-07,STORET-835272251,,,,Dissolved oxygen (DO),,5.95,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-000354,2019-08-23,08:07:00,EST,CFE-STS-EAB-I-04,STORET-835272218,,,,Dissolved oxygen (DO),,2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-002835,2019-08-09,07:09:00,EST,CFE-STS-EAB-O-09,STORET-835274699,,,,Dissolved oxygen (DO),,3.06,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-018424,2019-05-10,07:26:00,EST,CFE-STS-HIB-02,STORET-835924561,,,,Turbidity,,3.81,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-013851,2019-08-09,07:09:00,EST,CFE-STS-EAB-O-09,STORET-835913604,,,,Salinity,,25.43,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020568,2019-07-12,06:09:00,EST,CFE-STS-EAB-O-08,STORET-835926705,,,,Turbidity,,7.08,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020550,2019-09-13,07:06:00,EST,CFE-STS-EAB-O-06,STORET-835926687,,,,Turbidity,,2.97,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-020558,2019-07-26,06:23:00,EST,CFE-STS-EAB-O-07,STORET-835926695,,,,Turbidity,,13.5,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CFE-STS,Save the Sound,CFE-STS-UWS2020-011502,2019-06-26,06:45:00,EST,CFE-STS-BRR-05,STORET-835890936,,,,"Temperature, water",,17.67,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
